4;;;0.0;5.0;4.0;5.0;0.0;2.0;0.0;-12.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;b_i;fi_i
0;;;-4;-7.0;-8.0;-5.0;0.0;0.0;0.0;;
1;0.0;5.0;-1.0;-1.0;0.0;-2.0;1.0;0.0;0.0;-4.0;4.0
2;0.0;6.0;-2.0;-1.0;-2.0;0.0;0.0;1.0;0.0;-6.0;3.0
3;0.0;7.0;-1.0;-1.0;-2.0;0.0;0.0;0.0;1.0;-6.0;6.0
4;;;4.0;7.0;8.0;5.0;0.0;0.0;0.0;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;b_i;fi_i
0;;;-4;-7.0;-8.0;-5.0;0.0;0.0;0.0;;
1;0.0;5.0;0.0;-0.5;1.0;-2.0;1.0;-0.5;0.0;-1.0;2.0
2;-4.0;1.0;1.0;0.5;1.0;-0.0;-0.0;-0.5;-0.0;3.0;-6.0
3;0.0;7.0;0.0;-0.5;-1.0;0.0;0.0;-0.5;1.0;-3.0;6.0
4;;;0.0;5.0;4.0;5.0;0.0;2.0;0.0;-12.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;b_i;fi_i
0;;;-4;-7.0;-8.0;-5.0;0.0;0.0;0.0;;
1;0.0;5.0;-1.0;-1.0;0.0;-2.0;1.0;0.0;0.0;-4.0;4.0
2;0.0;6.0;-2.0;-1.0;-2.0;0.0;0.0;1.0;0.0;-6.0;3.0
3;0.0;7.0;-1.0;-1.0;-2.0;0.0;0.0;0.0;1.0;-6.0;6.0
4;;;4.0;7.0;8.0;5.0;0.0;0.0;0.0;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;b_i;fi_i
0;;;-4;-7.0;-8.0;-5.0;0.0;0.0;0.0;;
1;0.0;5.0;-1.0;-1.0;0.0;-2.0;1.0;0.0;0.0;-4.0;4.0
2;0.0;6.0;-2.0;-1.0;-2.0;0.0;0.0;1.0;0.0;-6.0;3.0
3;0.0;7.0;-1.0;-1.0;-2.0;0.0;0.0;0.0;1.0;-6.0;6.0
4;;;4.0;7.0;8.0;5.0;0.0;0.0;0.0;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;b_i;fi_i
0;;;-4;-7.0;-8.0;-5.0;0.0;0.0;0.0;;
1;0.0;5.0;0.0;-0.5;1.0;-2.0;1.0;-0.5;0.0;-1.0;2.0
2;-4.0;1.0;1.0;0.5;1.0;-0.0;-0.0;-0.5;-0.0;3.0;-6.0
3;0.0;7.0;0.0;-0.5;-1.0;0.0;0.0;-0.5;1.0;-3.0;6.0
4;;;0.0;5.0;4.0;5.0;0.0;2.0;0.0;-12.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;b_i;fi_i
0;;;-4;-7.0;-8.0;-5.0;0.0;0.0;0.0;;
1;0.0;5.0;-1.0;-1.0;0.0;-2.0;1.0;0.0;0.0;-4.0;4.0
2;0.0;6.0;-2.0;-1.0;-2.0;0.0;0.0;1.0;0.0;-6.0;3.0
3;0.0;7.0;-1.0;-1.0;-2.0;0.0;0.0;0.0;1.0;-6.0;6.0
4;;;4.0;7.0;8.0;5.0;0.0;0.0;0.0;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;b_i;fi_i
0;;;-4;-7.0;-8.0;-5.0;0.0;0.0;0.0;;
1;0.0;5.0;0.0;-0.5;1.0;-2.0;1.0;-0.5;0.0;-1.0;2.0
2;-4.0;1.0;1.0;0.5;1.0;-0.0;-0.0;-0.5;-0.0;3.0;-6.0
3;0.0;7.0;0.0;-0.5;-1.0;0.0;0.0;-0.5;1.0;-3.0;6.0
4;;;0.0;5.0;4.0;5.0;0.0;2.0;0.0;-12.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;b_i;fi_i
0;;;-4;-7.0;-8.0;-5.0;0.0;0.0;0.0;;
1;0.0;5.0;-1.0;-1.0;0.0;-2.0;1.0;0.0;0.0;-4.0;4.0
2;0.0;6.0;-2.0;-1.0;-2.0;0.0;0.0;1.0;0.0;-6.0;3.0
3;0.0;7.0;-1.0;-1.0;-2.0;0.0;0.0;0.0;1.0;-6.0;6.0
4;;;4.0;7.0;8.0;5.0;0.0;0.0;0.0;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;b_i;fi_i
0;;;-4;-7.0;-8.0;-5.0;0.0;0.0;0.0;;
1;0.0;5.0;0.0;-0.5;1.0;-2.0;1.0;-0.5;0.0;-1.0;2.0
2;-4.0;1.0;1.0;0.5;1.0;-0.0;-0.0;-0.5;-0.0;3.0;-6.0
3;0.0;7.0;0.0;-0.5;-1.0;0.0;0.0;-0.5;1.0;-3.0;6.0
4;;;0.0;5.0;4.0;5.0;0.0;2.0;0.0;-12.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;b_i;fi_i
0;;;-4;-7.0;-8.0;-5.0;0.0;0.0;0.0;;
1;0.0;5.0;-1.0;-1.0;0.0;-2.0;1.0;0.0;0.0;-4.0;4.0
2;0.0;6.0;-2.0;-1.0;-2.0;0.0;0.0;1.0;0.0;-6.0;3.0
3;0.0;7.0;-1.0;-1.0;-2.0;0.0;0.0;0.0;1.0;-6.0;6.0
4;;;4.0;7.0;8.0;5.0;0.0;0.0;0.0;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;b_i;fi_i
0;;;-4;-7.0;-8.0;-5.0;0.0;0.0;0.0;;
1;0.0;5.0;0.0;-0.5;1.0;-2.0;1.0;-0.5;0.0;-1.0;2.0
2;-4.0;1.0;1.0;0.5;1.0;-0.0;-0.0;-0.5;-0.0;3.0;-6.0
3;0.0;7.0;0.0;-0.5;-1.0;0.0;0.0;-0.5;1.0;-3.0;6.0
4;;;0.0;5.0;4.0;5.0;0.0;2.0;0.0;-12.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;b_i;fi_i
0;;;-4;-7.0;-8.0;-5.0;0.0;0.0;0.0;;
1;0.0;5.0;-1.0;-1.0;0.0;-2.0;1.0;0.0;0.0;-4.0;4.0
2;0.0;6.0;-2.0;-1.0;-2.0;0.0;0.0;1.0;0.0;-6.0;3.0
3;0.0;7.0;-1.0;-1.0;-2.0;0.0;0.0;0.0;1.0;-6.0;6.0
4;;;4.0;7.0;8.0;5.0;0.0;0.0;0.0;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;b_i;fi_i
0;;;-4;-7.0;-8.0;-5.0;0.0;0.0;0.0;;
1;0.0;5.0;0.0;-0.5;1.0;-2.0;1.0;-0.5;0.0;-1.0;2.0
2;-4.0;1.0;1.0;0.5;1.0;-0.0;-0.0;-0.5;-0.0;3.0;-6.0
3;0.0;7.0;0.0;-0.5;-1.0;0.0;0.0;-0.5;1.0;-3.0;6.0
4;;;0.0;5.0;4.0;5.0;0.0;2.0;0.0;-12.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;b_i;fi_i
0;;;-4;-7.0;-8.0;-5.0;0.0;0.0;0.0;;
1;0.0;5.0;-1.0;-1.0;0.0;-2.0;1.0;0.0;0.0;-4.0;4.0
2;0.0;6.0;-2.0;-1.0;-2.0;0.0;0.0;1.0;0.0;-6.0;3.0
3;0.0;7.0;-1.0;-1.0;-2.0;0.0;0.0;0.0;1.0;-6.0;6.0
4;;;4.0;7.0;8.0;5.0;0.0;0.0;0.0;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;b_i;fi_i
0;;;0.0179218518354023;0.0125205455160701;0.0113951493807653;0.0179218518354023;0.028369738399397;0.0241911955144851;0.0125205455160701;0.028369738399397;0.0058031752179338;0.0113951493807653;0.0241911955144851;0.0058031752179338;0.0;0.0;0.0;0.0;;
1;0.0;13.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;inf
2;0.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0
3;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;inf
4;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;inf
5;;;;;;;;;;;;;;;;;;;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;b_i;fi_i
0;;;0.0179218518354023;0.0125205455160701;0.0113951493807653;0.0179218518354023;0.028369738399397;0.0241911955144851;0.0125205455160701;0.028369738399397;0.0058031752179338;0.0113951493807653;0.0241911955144851;0.0058031752179338;0.0;0.0;0.0;0.0;;
1;0.0;13.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;inf
2;0.028369738399397;5.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;inf
3;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0
4;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;inf
5;;;;;;;;;;;;;;;;;;;0.028369738399397;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;b_i;fi_i
0;;;0.0179218518354023;0.0125205455160701;0.0113951493807653;0.0179218518354023;0.028369738399397;0.0241911955144851;0.0125205455160701;0.028369738399397;0.0058031752179338;0.0113951493807653;0.0241911955144851;0.0058031752179338;0.0;0.0;0.0;0.0;;
1;0.0;13.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;inf
2;0.028369738399397;5.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;inf
3;0.028369738399397;8.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;inf
4;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
5;;;;;;;;;;;;;;;;;;;0.056739476798794;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;b_i;fi_i
0;;;0.0179218518354023;0.0125205455160701;0.0113951493807653;0.0179218518354023;0.028369738399397;0.0241911955144851;0.0125205455160701;0.028369738399397;0.0058031752179338;0.0113951493807653;0.0241911955144851;0.0058031752179338;0.0;0.0;0.0;0.0;;
1;0.0;13.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0
2;0.028369738399397;5.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;inf
3;0.028369738399397;8.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;inf
4;0.0241911955144851;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;inf
5;;;;;;;;;;;;;;;;;;;0.0809306723132791;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;b_i;fi_i
0;;;0.0179218518354023;0.0125205455160701;0.0113951493807653;0.0179218518354023;0.028369738399397;0.0241911955144851;0.0125205455160701;0.028369738399397;0.0058031752179338;0.0113951493807653;0.0241911955144851;0.0058031752179338;0.0;0.0;0.0;0.0;;
1;0.0;13.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;inf
2;0.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0
3;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;inf
4;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;inf
5;;;;;;;;;;;;;;;;;;;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;b_i;fi_i
0;;;0.0179218518354023;0.0125205455160701;0.0113951493807653;0.0179218518354023;0.028369738399397;0.0241911955144851;0.0125205455160701;0.028369738399397;0.0058031752179338;0.0113951493807653;0.0241911955144851;0.0058031752179338;0.0;0.0;0.0;0.0;;
1;0.0;13.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;inf
2;0.028369738399397;5.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;inf
3;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0
4;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;inf
5;;;;;;;;;;;;;;;;;;;0.028369738399397;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;b_i;fi_i
0;;;0.0179218518354023;0.0125205455160701;0.0113951493807653;0.0179218518354023;0.028369738399397;0.0241911955144851;0.0125205455160701;0.028369738399397;0.0058031752179338;0.0113951493807653;0.0241911955144851;0.0058031752179338;0.0;0.0;0.0;0.0;;
1;0.0;13.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;inf
2;0.028369738399397;5.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;inf
3;0.028369738399397;8.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;inf
4;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
5;;;;;;;;;;;;;;;;;;;0.056739476798794;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;b_i;fi_i
0;;;0.0179218518354023;0.0125205455160701;0.0113951493807653;0.0179218518354023;0.028369738399397;0.0241911955144851;0.0125205455160701;0.028369738399397;0.0058031752179338;0.0113951493807653;0.0241911955144851;0.0058031752179338;0.0;0.0;0.0;0.0;;
1;0.0;13.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0
2;0.028369738399397;5.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;inf
3;0.028369738399397;8.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;inf
4;0.0241911955144851;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;inf
5;;;;;;;;;;;;;;;;;;;0.0809306723132791;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;b_i;fi_i
0;;;0.0179218518354023;0.0125205455160701;0.0113951493807653;0.0179218518354023;0.028369738399397;0.0241911955144851;0.0125205455160701;0.028369738399397;0.0058031752179338;0.0113951493807653;0.0241911955144851;0.0058031752179338;0.0;0.0;0.0;0.0;;
1;0.0;13.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;inf
2;0.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0
3;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;inf
4;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;inf
5;;;;;;;;;;;;;;;;;;;0.0;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;b_i;fi_i
0;;;0.0179218518354023;0.0125205455160701;0.0113951493807653;0.0179218518354023;0.028369738399397;0.0241911955144851;0.0125205455160701;0.028369738399397;0.0058031752179338;0.0113951493807653;0.0241911955144851;0.0058031752179338;0.0;0.0;0.0;0.0;;
1;0.0;13.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;inf
2;0.028369738399397;5.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;inf
3;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0
4;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;inf
5;;;;;;;;;;;;;;;;;;;0.028369738399397;
;C_i;Xbase_i;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;b_i;fi_i
